province;red;green;blue;x;x
3289;207;110;93;Unused131;
3290;207;110;94;Unused132;
3291;207;110;95;Unused133;
3292;207;110;96;Unused134;
3293;207;110;97;Unused135;
3294;207;110;98;Unused136;
3295;207;110;99;Unused137;
3296;207;110;100;Unused138;
3297;207;110;101;Unused139;
3298;207;110;102;Unused140;
3299;207;110;103;Unused141;
3300;207;110;104;Unused142;
3301;207;110;105;Unused143;
3302;207;110;106;Unused144;
3303;207;110;107;Unused145;
3304;207;110;108;Unused146;
3305;207;110;109;Unused147;
3306;207;110;110;Unused148;
3307;207;110;111;Unused149;
3308;207;110;112;Unused150;
3309;207;110;113;Unused151;
3310;207;110;114;Unused152;
3311;207;110;115;Unused153;
3312;207;110;116;Unused154;
3313;207;110;117;Unused155;
3314;207;110;118;Unused156;
3315;207;110;119;Unused157;
3316;207;110;120;Unused158;
3317;207;110;121;Unused159;
3318;207;110;122;Unused160;
3319;207;110;123;Unused161;
3320;207;110;124;Unused162;
3321;207;110;125;Unused163;
3322;207;110;126;Unused164;
3323;207;110;127;Unused165;
3324;207;110;128;Unused166;
3325;207;110;129;Unused167;
3326;207;140;130;Unused168;
3327;207;140;131;Unused169;
3328;207;140;132;Unused170;
3329;207;140;133;Unused171;
3330;207;140;134;Unused172;
3331;207;140;135;Unused173;
3332;207;140;136;Unused174;
3333;207;140;137;Unused175;
3334;207;140;138;Unused176;
3335;219;32;0;UnusedLand0;
3336;219;32;1;UnusedLand1;
3337;219;32;2;UnusedLand2;
3338;219;32;3;UnusedLand3;
3339;219;32;4;UnusedLand4;
3340;219;32;5;UnusedLand5;
3341;219;32;6;UnusedLand6;
3342;219;32;7;UnusedLand7;
3343;219;32;8;UnusedLand8;
3344;219;32;9;UnusedLand9;
3345;219;32;10;UnusedLand10;
3346;219;32;11;UnusedLand11;
3347;219;32;12;UnusedLand12;
3348;219;32;13;UnusedLand13;
3349;219;32;14;UnusedLand14;
3350;219;32;15;UnusedLand15;
3351;219;32;16;UnusedLand16;
3352;219;32;17;UnusedLand17;
3353;219;32;18;UnusedLand18;
3354;219;32;19;UnusedLand19;
3355;219;32;20;UnusedLand20;
3356;219;32;21;UnusedLand21;
3357;219;32;22;UnusedLand22;
3358;219;32;23;UnusedLand23;
3359;219;32;24;UnusedLand24;
3360;219;32;25;UnusedLand25;
3361;219;32;26;UnusedLand26;
3362;219;32;27;UnusedLand27;
3363;219;32;28;UnusedLand28;
3364;219;32;29;UnusedLand29;
3365;219;32;30;UnusedLand30;
3366;219;32;31;UnusedLand31;
3367;219;32;32;UnusedLand32;
3368;219;32;33;UnusedLand33;
3369;219;32;34;UnusedLand34;
3370;219;32;35;UnusedLand35;
3371;219;32;36;UnusedLand36;
3372;219;32;37;UnusedLand37;
3373;219;32;38;UnusedLand38;
3374;219;32;39;UnusedLand39;
3375;219;32;40;UnusedLand40;
3376;219;32;41;UnusedLand41;
3377;219;32;42;UnusedLand42;
3378;219;32;43;UnusedLand43;
3379;219;32;44;UnusedLand44;
3380;219;32;45;UnusedLand45;
3381;219;32;46;UnusedLand46;
3382;219;32;47;UnusedLand47;
3383;219;32;48;UnusedLand48;
3384;219;32;49;UnusedLand49;
3385;219;32;50;UnusedLand50;
3386;219;32;51;UnusedLand51;
3387;219;32;52;UnusedLand52;
3388;219;32;53;UnusedLand53;
3389;219;32;54;UnusedLand54;
3390;219;32;55;UnusedLand55;
3391;219;32;56;UnusedLand56;
3392;219;32;57;UnusedLand57;
3393;219;32;58;UnusedLand58;
3394;219;32;59;UnusedLand59;
3395;219;32;60;UnusedLand60;
3396;219;32;61;UnusedLand61;
3397;219;32;62;UnusedLand62;
3398;219;32;63;UnusedLand63;
3399;219;32;64;UnusedLand64;
3400;219;32;65;UnusedLand65;
3401;219;32;66;UnusedLand66;
3402;219;32;67;UnusedLand67;
3403;219;32;68;UnusedLand68;
3404;219;32;69;UnusedLand69;
3405;219;32;70;UnusedLand70;
3406;219;32;71;UnusedLand71;
3407;219;32;72;UnusedLand72;
3408;219;32;73;UnusedLand73;
3409;219;32;74;UnusedLand74;
3410;219;32;75;UnusedLand75;
3411;219;32;76;UnusedLand76;
3412;219;32;77;UnusedLand77;
3413;219;32;78;UnusedLand78;
3414;219;32;79;UnusedLand79;
3415;219;32;80;UnusedLand80;
3416;219;32;81;UnusedLand81;
3417;219;32;82;UnusedLand82;
3418;219;32;83;UnusedLand83;
3419;219;32;84;UnusedLand84;
3420;219;32;85;UnusedLand85;
3421;219;32;86;UnusedLand86;
3422;219;32;87;UnusedLand87;
3423;219;32;88;UnusedLand88;
3424;219;32;89;UnusedLand89;
3425;219;32;90;UnusedLand90;
3426;219;32;91;UnusedLand91;
3427;219;32;92;UnusedLand92;
3428;219;32;93;UnusedLand93;
3429;219;32;94;UnusedLand94;
3430;219;32;95;UnusedLand95;
3431;219;32;96;UnusedLand96;
3432;219;32;97;UnusedLand97;
3433;219;32;98;UnusedLand98;
3434;219;32;99;UnusedLand99;
3435;219;32;100;UnusedLand100;
3436;219;32;101;UnusedLand101;
3437;219;32;102;UnusedLand102;
3438;219;32;103;UnusedLand103;
3439;219;32;104;UnusedLand104;
3440;219;32;105;UnusedLand105;
3441;219;32;106;UnusedLand106;
3442;219;32;107;UnusedLand107;
3443;219;32;108;UnusedLand108;
3444;219;32;109;UnusedLand109;
3445;219;32;110;UnusedLand110;
3446;219;32;111;UnusedLand111;
3447;219;32;112;UnusedLand112;
3448;219;32;113;UnusedLand113;
3449;219;32;114;UnusedLand114;
3450;219;32;115;UnusedLand115;
3451;219;32;116;UnusedLand116;
3452;219;32;117;UnusedLand117;
3453;219;32;118;UnusedLand118;
3454;219;32;119;UnusedLand119;
3455;219;32;120;UnusedLand120;
3456;219;32;121;UnusedLand121;
3457;219;32;122;UnusedLand122;
3458;219;32;123;UnusedLand123;
3459;219;32;124;UnusedLand124;
3460;219;32;125;UnusedLand125;
3461;219;32;126;UnusedLand126;
3462;219;32;127;UnusedLand127;
3463;219;32;128;UnusedLand128;
3464;219;32;129;UnusedLand129;
3465;219;32;130;UnusedLand130;
3466;219;32;131;UnusedLand131;
3467;219;32;132;UnusedLand132;
3468;219;32;133;UnusedLand133;
3469;219;32;134;UnusedLand134;
3470;219;32;135;UnusedLand135;
3471;219;32;136;UnusedLand136;
3472;219;32;137;UnusedLand137;
3473;219;32;138;UnusedLand138;
3474;219;32;139;UnusedLand139;
3475;219;32;140;UnusedLand140;
3476;219;32;141;UnusedLand141;
3477;219;32;142;UnusedLand142;
3478;219;32;143;UnusedLand143;
3479;219;32;144;UnusedLand144;
3480;219;32;145;UnusedLand145;
3481;219;32;146;UnusedLand146;
3482;219;32;147;UnusedLand147;
3483;219;32;148;UnusedLand148;
3484;219;32;149;UnusedLand149;
3485;219;32;150;UnusedLand150;
3486;219;32;151;UnusedLand151;
3487;219;32;152;UnusedLand152;
3488;219;32;153;UnusedLand153;
3489;219;32;154;UnusedLand154;
3490;219;32;155;UnusedLand155;
3491;219;32;156;UnusedLand156;
3492;219;32;157;UnusedLand157;
3493;219;32;158;UnusedLand158;
3494;219;32;159;UnusedLand159;
3495;219;32;160;UnusedLand160;
3496;219;32;161;UnusedLand161;
3497;219;32;162;UnusedLand162;
3498;219;32;163;UnusedLand163;
3499;219;32;164;UnusedLand164;
3500;219;32;165;UnusedLand165;
3501;219;32;166;UnusedLand166;
3502;219;32;167;UnusedLand167;
3503;219;32;168;UnusedLand168;
3504;219;32;169;UnusedLand169;
3505;219;32;170;UnusedLand170;
3506;219;32;171;UnusedLand171;
3507;219;32;172;UnusedLand172;
3508;219;32;173;UnusedLand173;
3509;219;32;174;UnusedLand174;
3510;219;32;175;UnusedLand175;
3511;219;32;176;UnusedLand176;
3512;219;32;177;UnusedLand177;
3513;219;32;178;UnusedLand178;
3514;219;32;179;UnusedLand179;
3515;219;32;180;UnusedLand180;
3516;219;32;181;UnusedLand181;
3517;219;32;182;UnusedLand182;
3518;219;32;183;UnusedLand183;
3519;219;32;184;UnusedLand184;
3520;219;32;185;UnusedLand185;
3521;219;32;186;UnusedLand186;
3522;219;32;187;UnusedLand187;
3523;219;32;188;UnusedLand188;
3524;219;32;189;UnusedLand189;
3525;219;32;190;UnusedLand190;
3526;219;32;191;UnusedLand191;
3527;219;32;192;UnusedLand192;
3528;219;32;193;UnusedLand193;
3529;219;32;194;UnusedLand194;
3530;219;32;195;UnusedLand195;
3531;219;32;196;UnusedLand196;
3532;219;32;197;UnusedLand197;
3533;219;32;198;UnusedLand198;
3534;219;32;199;UnusedLand199;
3535;219;32;200;UnusedLand200;
3536;219;32;201;UnusedLand201;
3537;219;32;202;UnusedLand202;
3538;219;32;203;UnusedLand203;
3539;219;32;204;UnusedLand204;
3540;219;32;205;UnusedLand205;
3541;219;32;206;UnusedLand206;
3542;219;32;207;UnusedLand207;
3543;219;32;208;UnusedLand208;
3544;219;32;209;UnusedLand209;
3545;219;32;210;UnusedLand210;
3546;219;32;211;UnusedLand211;
3547;219;32;212;UnusedLand212;
3548;219;32;213;UnusedLand213;
3549;219;32;214;UnusedLand214;
3550;219;32;215;UnusedLand215;
3551;219;32;216;UnusedLand216;
3552;219;32;217;UnusedLand217;
3553;219;32;218;UnusedLand218;
3554;219;32;219;UnusedLand219;
3555;219;32;220;UnusedLand220;
3556;219;32;221;UnusedLand221;
3557;219;32;222;UnusedLand222;
3558;219;32;223;UnusedLand223;
3559;219;32;224;UnusedLand224;
3560;219;32;225;UnusedLand225;
3561;219;32;226;UnusedLand226;
3562;219;32;227;UnusedLand227;
3563;219;32;228;UnusedLand228;
3564;219;32;229;UnusedLand229;
3565;219;23;120;RNW;
3566;219;23;121;RNW;
3567;219;23;122;RNW;
3568;219;23;123;RNW;
3569;219;23;124;RNW;
3570;219;23;125;RNW;
3571;219;23;126;RNW;
3572;219;23;127;RNW;
3573;219;23;128;RNW;
3574;219;23;129;RNW;
3575;219;23;130;RNW;
3576;219;23;131;RNW;
3577;219;23;132;RNW;
3578;219;23;133;RNW;
3579;219;23;134;RNW;
3580;219;23;135;RNW;
3581;219;23;136;RNW;
3582;219;23;137;RNW;
3583;219;23;138;RNW;
3584;219;23;139;RNW;
3585;219;23;140;RNW;
3586;219;23;141;RNW;
3587;219;23;142;RNW;
3588;219;23;143;RNW;
3589;219;23;144;RNW;
3590;219;23;145;RNW;
3591;219;23;146;RNW;
3592;219;23;147;RNW;
3593;219;23;148;RNW;
3594;219;23;149;RNW;
3595;219;23;150;RNW;
3596;219;23;151;RNW;
3597;219;23;152;RNW;
3598;219;23;153;RNW;
3599;219;23;154;RNW;
3600;219;23;155;RNW;
3601;219;23;156;RNW;
3602;219;23;157;RNW;
3603;219;23;158;RNW;
3604;219;23;159;RNW;
3605;219;23;160;RNW;
3606;219;23;161;RNW;
3607;219;23;162;RNW;
3608;219;23;163;RNW;
3609;219;23;164;RNW;
3610;219;23;165;RNW;
3611;219;23;166;RNW;
3612;219;23;167;RNW;
3613;219;23;168;RNW;
3614;219;23;169;RNW;
3615;219;23;170;RNW;
3616;219;23;171;RNW;
3617;219;23;172;RNW;
3618;219;23;173;RNW;
3619;219;23;174;RNW;
3620;219;23;175;RNW;
3621;219;23;176;RNW;
3622;219;23;177;RNW;
3623;219;23;178;RNW;
3624;219;23;179;RNW;
3625;219;23;180;RNW;
3626;219;23;181;RNW;
3627;219;23;182;RNW;
3628;219;23;183;RNW;
3629;219;23;184;RNW;
3630;219;23;185;RNW;
3631;219;23;186;RNW;
3632;219;23;187;RNW;
3633;219;23;188;RNW;
3634;219;23;189;RNW;
3635;219;23;190;RNW;
3636;219;23;191;RNW;
3637;219;23;192;RNW;
3638;219;23;193;RNW;
3639;219;23;194;RNW;
3640;219;23;195;RNW;
3641;219;23;196;RNW;
3642;219;23;197;RNW;
3643;219;23;198;RNW;
3644;219;23;199;RNW;
3645;219;23;200;RNW;
3646;219;23;201;RNW;
3647;219;23;202;RNW;
3648;219;23;203;RNW;
3649;219;23;204;RNW;
3650;219;23;205;RNW;
3651;219;23;206;RNW;
3652;219;23;207;RNW;
3653;219;23;208;RNW;
3654;219;24;209;RNW;
3655;219;24;210;RNW;
3656;219;24;211;RNW;
3657;219;24;212;RNW;
3658;219;24;213;RNW;
3659;219;24;214;RNW;
3660;219;24;215;RNW;
3661;219;24;216;RNW;
3662;219;24;217;RNW;
3663;219;24;218;RNW;
3664;219;24;219;RNW;
3665;219;24;220;RNW;
3666;219;24;221;RNW;
3667;219;24;222;RNW;
3668;219;24;223;RNW;
3669;219;24;224;RNW;
3670;219;24;225;RNW;
3671;219;24;226;RNW;
3672;219;24;227;RNW;
3673;219;24;228;RNW;
3674;219;24;229;RNW;
3675;219;24;230;RNW;
3676;219;24;231;RNW;
3677;219;24;232;RNW;
3678;219;24;233;RNW;
3679;219;24;234;RNW;
3680;219;24;235;RNW;
3681;219;24;236;RNW;
3682;219;24;237;RNW;
3683;219;24;238;RNW;
3684;219;24;239;RNW;
3685;219;24;240;RNW;
3686;219;24;241;RNW;
3687;219;24;242;RNW;
3688;219;24;243;RNW;
3689;219;24;244;RNW;
3690;219;24;245;RNW;
3691;219;24;246;RNW;
3692;219;24;247;RNW;
3693;219;24;248;RNW;
3694;219;24;249;RNW;
3695;219;24;150;RNW;
3696;225;25;151;RNW;
3697;225;25;152;RNW;
3698;225;25;153;RNW;
3699;225;25;154;RNW;
3700;225;25;155;RNW;
3701;225;25;156;RNW;
3702;225;25;157;RNW;
3703;225;25;158;RNW;
3704;225;25;159;RNW;
3705;225;25;160;RNW;
3706;225;25;161;RNW;
3707;225;25;162;RNW;
3708;225;25;163;RNW;
3709;225;25;164;RNW;
3710;225;25;165;RNW;
3711;225;25;166;RNW;
3712;225;25;167;RNW;
3713;225;25;168;RNW;
3714;225;25;169;RNW;
3715;225;25;170;RNW;
3716;225;25;171;RNW;
3717;225;25;172;RNW;
3718;225;25;173;RNW;
3719;225;25;174;RNW;
3720;225;25;175;RNW;
3721;225;25;176;RNW;
3722;225;25;177;RNW;
3723;225;25;178;RNW;
3724;225;25;179;RNW;
3725;225;25;180;RNW;
3726;225;25;181;RNW;
3727;225;25;182;RNW;
3728;225;25;183;RNW;
3729;225;25;184;RNW;
3730;225;25;185;RNW;
3731;225;25;186;RNW;
3732;225;25;187;RNW;
3733;225;25;188;RNW;
3734;225;25;189;RNW;
3735;225;25;190;RNW;
3736;225;25;191;RNW;
3737;225;25;192;RNW;
3738;225;25;193;RNW;
3739;225;25;194;RNW;
3740;225;25;195;RNW;
3741;225;25;196;RNW;
3742;225;25;197;RNW;
3743;225;25;198;RNW;
3744;225;25;199;RNW;
3745;225;25;200;RNW;
3746;225;25;201;RNW;
3747;225;25;202;RNW;
3748;225;25;203;RNW;
3749;225;25;204;RNW;
3750;225;25;205;RNW;
3751;225;25;206;RNW;
3752;225;25;207;RNW;
3753;225;25;208;RNW;
3754;225;25;209;RNW;
3755;225;25;210;RNW;
3756;225;25;211;RNW;
3757;225;25;212;RNW;
3758;225;25;213;RNW;
3759;225;25;214;RNW;
3760;225;25;215;RNW;
3761;225;25;216;RNW;
3762;225;25;217;RNW;
3763;225;25;218;RNW;
3764;225;25;219;RNW;
3765;100;10;120;RNW;
3766;100;10;121;RNW;
3767;100;10;122;RNW;
3768;100;10;123;RNW;
3769;100;10;124;RNW;
3770;100;10;125;RNW;
3771;100;10;126;RNW;
3772;100;10;127;RNW;
3773;100;10;128;RNW;
3774;100;10;129;RNW;
3775;100;10;130;RNW;
3776;100;10;131;RNW;
3777;100;10;132;RNW;
3778;100;10;133;RNW;
3779;100;10;134;RNW;
3780;100;10;135;RNW;
3781;100;10;136;RNW;
3782;100;10;137;RNW;
3783;100;10;138;RNW;
3784;100;10;139;RNW;
3785;100;10;140;RNW;
3786;100;10;141;RNW;
3787;100;10;142;RNW;
3788;100;10;143;RNW;
3789;100;10;144;RNW;
3790;100;10;145;RNW;
3791;100;10;146;RNW;
3792;100;10;147;RNW;
3793;100;10;148;RNW;
3794;100;10;149;RNW;
3795;100;10;150;RNW;
3796;100;10;151;RNW;
3797;100;10;152;RNW;
3798;100;10;153;RNW;
3799;100;10;154;RNW;
3800;100;10;155;RNW;
3801;100;10;156;RNW;
3802;100;10;157;RNW;
3803;100;10;158;RNW;
3804;100;10;159;RNW;
3805;100;10;160;RNW;
3806;100;10;161;RNW;
3807;100;10;162;RNW;
3808;100;10;163;RNW;
3809;100;10;164;RNW;
3810;100;10;165;RNW;
3811;100;10;166;RNW;
3812;100;10;167;RNW;
3813;100;10;168;RNW;
3814;100;10;169;RNW;
3815;100;10;170;RNW;
3816;100;10;171;RNW;
3817;100;10;172;RNW;
3818;100;10;173;RNW;
3819;100;10;174;RNW;
3820;100;10;175;RNW;
3821;100;10;176;RNW;
3822;100;10;177;RNW;
3823;100;10;178;RNW;
3824;100;10;179;RNW;
3825;100;10;180;RNW;
3826;100;10;181;RNW;
3827;100;10;182;RNW;
3828;100;10;183;RNW;
3829;100;10;184;RNW;
3830;100;10;185;RNW;
3831;100;10;186;RNW;
3832;100;10;187;RNW;
3833;100;10;188;RNW;
3834;100;10;189;RNW;
3835;100;10;190;RNW;
3836;100;10;191;RNW;
3837;100;10;192;RNW;
3838;100;10;193;RNW;
3839;100;10;194;RNW;
3840;100;10;195;RNW;
3841;100;10;196;RNW;
3842;100;10;197;RNW;
3843;100;10;198;RNW;
3844;100;10;199;RNW;
3845;100;11;100;RNW;
3846;100;11;101;RNW;
3847;100;11;102;RNW;
3848;100;11;103;RNW;
3849;100;11;104;RNW;
3850;100;11;105;RNW;
3851;100;11;106;RNW;
3852;100;11;107;RNW;
3853;100;11;108;RNW;
3854;100;11;109;RNW;
3855;100;11;110;RNW;
3856;100;11;111;RNW;
3857;100;11;112;RNW;
3858;100;11;113;RNW;
3859;100;11;114;RNW;
3860;100;11;115;RNW;
3861;100;11;116;RNW;
3862;100;11;117;RNW;
3863;100;11;118;RNW;
3864;100;11;119;RNW;
3865;100;11;120;RNW;
3866;100;11;121;RNW;
3867;100;11;122;RNW;
3868;100;11;123;RNW;
3869;100;11;124;RNW;
3870;100;11;125;RNW;
3871;100;11;126;RNW;
3872;100;11;127;RNW;
3873;100;11;128;RNW;
3874;100;11;129;RNW;
3875;100;11;130;RNW;
3876;100;11;131;RNW;
3877;100;11;132;RNW;
3878;100;11;133;RNW;
3879;100;11;134;RNW;
3880;100;11;135;RNW;
3881;100;11;136;RNW;
3882;100;11;137;RNW;
3883;100;11;138;RNW;
3884;100;11;139;RNW;
3885;100;11;140;RNW;
3886;100;11;141;RNW;
3887;100;11;142;RNW;
3888;100;11;143;RNW;
3889;100;11;144;RNW;
3890;100;11;145;RNW;
3891;100;11;146;RNW;
3892;100;11;147;RNW;
3893;100;11;148;RNW;
3894;100;11;149;RNW;
3895;100;11;150;RNW;
3896;100;11;151;RNW;
3897;100;11;152;RNW;
3898;100;11;153;RNW;
3899;100;11;154;RNW;
3900;100;11;155;RNW;
3901;100;11;156;RNW;
3902;100;11;157;RNW;
3903;100;11;158;RNW;
3904;100;11;159;RNW;
3905;100;11;160;RNW;
3906;100;11;161;RNW;
3907;100;11;162;RNW;
3908;100;11;163;RNW;
3909;100;11;164;RNW;
3910;100;11;165;RNW;
3911;100;11;166;RNW;
3912;100;11;167;RNW;
3913;100;11;168;RNW;
3914;100;11;169;RNW;
3915;100;11;170;RNW;
3916;100;11;171;RNW;
3917;100;11;172;RNW;
3918;100;11;173;RNW;
3919;100;11;174;RNW;
3920;100;11;175;RNW;
3921;100;11;176;RNW;
3922;100;11;177;RNW;
3923;100;11;178;RNW;
3924;100;11;179;RNW;
3925;100;11;180;RNW;
3926;100;11;181;RNW;
3927;100;11;182;RNW;
3928;100;11;183;RNW;
3929;100;11;184;RNW;
3930;100;11;185;RNW;
3931;100;11;186;RNW;
3932;100;11;187;RNW;
3933;100;11;188;RNW;
3934;100;11;189;RNW;
3935;100;11;190;RNW;
3936;100;11;191;RNW;
3937;100;11;192;RNW;
3938;100;11;193;RNW;
3939;100;11;194;RNW;
3940;100;11;195;RNW;
3941;100;11;196;RNW;
3942;100;11;197;RNW;
3943;100;11;198;RNW;
3944;100;11;199;RNW;
3945;100;12;100;RNW;
3946;100;12;101;RNW;
3947;100;12;102;RNW;
3948;100;12;103;RNW;
3949;100;12;104;RNW;
3950;100;12;105;RNW;
3951;100;12;106;RNW;
3952;100;12;107;RNW;
3953;100;12;108;RNW;
3954;100;12;109;RNW;
3955;100;12;110;RNW;
3956;100;12;111;RNW;
3957;100;12;112;RNW;
3958;100;12;113;RNW;
3959;100;12;114;RNW;
3960;100;12;115;RNW;
3961;100;12;116;RNW;
3962;100;12;117;RNW;
3963;100;12;118;RNW;
3964;100;12;119;RNW;
3965;100;12;120;RNW;
3966;100;12;121;RNW;
3967;100;12;122;RNW;
3968;100;12;123;RNW;
3969;100;12;124;RNW;
3970;100;12;125;RNW;
3971;100;12;126;RNW;
3972;100;12;127;RNW;
3973;100;12;128;RNW;
3974;100;12;129;RNW;
3975;100;12;130;RNW;
3976;100;12;131;RNW;
3977;100;12;132;RNW;
3978;100;12;133;RNW;
3979;100;12;134;RNW;
3980;100;12;135;RNW;
3981;100;12;136;RNW;
3982;100;12;137;RNW;
3983;100;12;138;RNW;
3984;100;12;139;RNW;
3985;100;12;140;RNW;
3986;100;12;141;RNW;
3987;100;12;142;RNW;
3988;100;12;143;RNW;
3989;100;12;144;RNW;
3990;100;12;145;RNW;
3991;100;12;146;RNW;
3992;100;12;147;RNW;
3993;100;12;148;RNW;
3994;100;12;149;RNW;
3995;100;12;150;RNW;
3996;100;12;151;RNW;
3997;100;12;152;RNW;
3998;100;12;153;RNW;
3999;100;12;154;RNW;
4000;100;12;155;RNW;
4001;100;12;156;RNW;
4002;100;12;157;RNW;
4003;100;12;158;RNW;
4004;100;12;159;RNW;
4005;100;12;160;RNW;
4006;100;12;161;RNW;
4007;100;12;162;RNW;
4008;100;12;163;RNW;
4009;100;12;164;RNW;
4010;100;12;165;RNW;
4011;100;12;166;RNW;
4012;100;12;167;RNW;
4013;100;12;168;RNW;
4014;100;12;169;RNW;
4015;100;12;170;RNW;
4016;100;12;171;RNW;
4017;100;12;172;RNW;
4018;100;12;173;RNW;
4019;100;12;174;RNW;
4020;100;12;175;RNW;
4021;100;12;176;RNW;
4022;100;12;177;RNW;
4023;100;12;178;RNW;
4024;100;12;179;RNW;
4025;100;12;180;RNW;
4026;100;12;181;RNW;
4027;100;12;182;RNW;
4028;100;12;183;RNW;
4029;100;12;184;RNW;
4030;100;12;185;RNW;
4031;100;12;186;RNW;
4032;100;12;187;RNW;
4033;100;12;188;RNW;
4034;100;12;189;RNW;
4035;100;12;190;RNW;
4036;100;12;191;RNW;
4037;100;12;192;RNW;
4038;100;12;193;RNW;
4039;100;12;194;RNW;
4040;100;12;195;RNW;
4041;100;12;196;RNW;
4042;100;12;197;RNW;
4043;100;12;198;RNW;
4044;100;12;199;RNW;
4045;100;13;100;RNW;
4046;100;13;101;RNW;
4047;100;13;102;RNW;
4048;100;13;103;RNW;
4049;100;13;104;RNW;
4050;100;13;105;RNW;
4051;100;13;106;RNW;
4052;100;13;107;RNW;
4053;100;13;108;RNW;
4054;100;13;109;RNW;
4055;100;13;110;RNW;
4056;100;13;111;RNW;
4057;100;13;112;RNW;
4058;100;13;113;RNW;
4059;100;13;114;RNW;
4060;100;13;115;RNW;
4061;100;13;116;RNW;
4062;100;13;117;RNW;
4063;100;13;118;RNW;
4064;100;13;119;RNW;
4065;100;13;120;RNW;
4066;100;13;121;RNW;
4067;100;13;122;RNW;
4068;100;13;123;RNW;
4069;100;13;124;RNW;
4070;100;13;125;RNW;
4071;100;13;126;RNW;
4072;100;13;127;RNW;
4073;100;13;128;RNW;
4074;100;13;129;RNW;
4075;100;13;130;RNW;
4076;100;13;131;RNW;
4077;100;13;132;RNW;
4078;100;13;133;RNW;
4079;100;13;134;RNW;
4080;100;13;135;RNW;
4081;100;13;136;RNW;
4082;100;13;137;RNW;
4083;100;13;138;RNW;
4084;100;13;139;RNW;
4085;100;13;140;RNW;
4086;100;13;141;RNW;
4087;100;13;142;RNW;
4088;100;13;143;RNW;
4089;100;13;144;RNW;
4090;100;13;145;RNW;
4091;100;13;146;RNW;
4092;100;13;147;RNW;
4093;100;13;148;RNW;
4094;100;13;149;RNW;
4095;100;13;150;RNW;
4096;100;13;151;RNW;
4097;100;13;152;RNW;
4098;100;13;153;RNW;
4099;100;13;154;RNW;
4100;100;13;155;RNW;
4101;100;13;156;RNW;
4102;100;13;157;RNW;
4103;100;13;158;RNW;
4104;100;13;159;RNW;
4105;100;13;160;RNW;
4106;100;13;161;RNW;
4107;100;13;162;RNW;
4108;100;13;163;RNW;
4109;100;13;164;RNW;
4110;100;13;165;RNW;
4111;100;13;166;RNW;
4112;100;13;167;RNW;
4113;100;13;168;RNW;
4114;100;13;169;RNW;
4115;100;13;170;RNW;
4116;100;13;171;RNW;
4117;100;13;172;RNW;
4118;100;13;173;RNW;
4119;100;13;174;RNW;
4120;100;13;175;RNW;
4121;100;13;176;RNW;
4122;100;13;177;RNW;
4123;100;13;178;RNW;
4124;100;13;179;RNW;
4125;100;13;180;RNW;
4126;100;13;181;RNW;
4127;100;13;182;RNW;
4128;100;13;183;RNW;
4129;100;13;184;RNW;
4130;100;13;185;RNW;
4131;100;13;186;RNW;
4132;100;13;187;RNW;
4133;100;13;188;RNW;
4134;100;13;189;RNW;
4135;100;13;190;RNW;
4136;100;13;191;RNW;
4137;100;13;192;RNW;
4138;100;13;193;RNW;
4139;100;13;194;RNW;
4140;100;13;195;RNW;
4141;100;13;196;RNW;
4142;100;13;197;RNW;
4143;100;13;198;RNW;
4144;100;13;199;RNW;
4145;100;14;100;RNW;
4146;100;14;101;RNW;
4147;100;14;102;RNW;
4148;100;14;103;RNW;
4149;100;14;104;RNW;
4150;100;14;105;RNW;
4151;100;14;106;RNW;
4152;100;14;107;RNW;
4153;100;14;108;RNW;
4154;100;14;109;RNW;
4155;100;14;110;RNW;
4156;100;14;111;RNW;
4157;100;14;112;RNW;
4158;100;14;113;RNW;
4159;100;14;114;RNW;
4160;100;14;115;RNW;
4161;100;14;116;RNW;
4162;100;14;117;RNW;
4163;100;14;118;RNW;
4164;100;14;119;RNW;
4165;100;14;120;RNW;
4166;10;137;10;Mbata;
4167;130;167;20;Matamba;
4168;50;197;50;Kwanza;
4169;170;17;70;North Kasanje;
4170;90;47;100;Middle Kasanje;
4171;210;77;110;South Kasanje;
4172;30;107;130;Kwenge;
4173;150;137;140;Bulungu;
4174;70;167;10;Kuba;
4175;190;197;20;North Lunda;
4176;110;17;50;East Lunda;
4177;10;47;70;Ishindi;
4178;130;77;100;Pemba;
4179;50;107;110;Kalundwe;
4180;170;137;130;Luba;
4181;90;167;140;Kusu;
4182;210;197;10;Lega;
4183;30;17;20;Bafuriru;
4184;150;47;50;Mongu;
4185;70;77;70;Luapala;
4186;190;107;100;Tabwa;
4187;110;137;110;Lenje;
4188;10;167;130;Lala;
4189;130;197;140;Nsenga;
4190;50;17;10;Lunda;
4191;170;47;20;Mukua;
4192;90;77;50;Lomwe;
4193;210;107;70;Ndingo;
4194;30;137;100;Wayao;
4195;150;167;110;Ibo;
4196;70;197;130;Phangwa;
4197;190;17;140;Makonde;
4198;110;47;10;Kinga;
4199;10;77;20;Rukwa;
4200;130;107;50;Ngonde;
4201;50;137;70;Tunsika;
4202;170;167;100;Muhambwe;
4203;90;197;110;Boyogoma;
4204;210;17;130;Bushubi;
4205;30;47;140;Karoowe;
4206;150;77;10;Nyatura;
4207;70;107;20;Shaga;
4208;190;137;50;Toro;
4209;110;167;70;Bunyoro;
4210;10;197;100;Lango;
4211;130;17;110;Basoga;
4212;50;47;130;Turkana;
